step,nll,grad_inf,e_iters,cg_method,cg_iters,cg_residual,cg_fallback,step_time_s,cumulative_time_s
1,14048.743164,1.854660e+01,9,CG,6,2.66e-09,0,0.5861,0.5861
2,14048.677734,1.798702e+01,4,CG,6,2.65e-09,0,0.1795,0.7656
3,14048.589844,1.725258e+01,4,CG,6,2.65e-09,0,0.1730,0.9386
4,14048.488281,1.633283e+01,4,CG,6,2.65e-09,0,0.1721,1.1107
5,14048.396484,1.539720e+01,4,CG,6,2.65e-09,0,0.1750,1.2857
6,14048.308594,1.446171e+01,5,CG,6,2.65e-09,0,0.1774,1.4632
7,14048.228516,1.356387e+01,4,CG,6,2.65e-09,0,0.1743,1.6375
8,14048.158203,1.271840e+01,5,CG,6,2.65e-09,0,0.1784,1.8159
9,14048.093750,1.192273e+01,4,CG,6,2.65e-09,0,0.1751,1.9910
10,14048.036133,1.117519e+01,4,CG,6,2.64e-09,0,0.1742,2.1651
11,14047.989258,1.047838e+01,4,CG,6,2.64e-09,0,0.1736,2.3388
12,14047.944336,9.818686e+00,4,CG,6,2.64e-09,0,0.1730,2.5118
13,14047.909180,9.197510e+00,5,CG,6,2.64e-09,0,0.1742,2.6860
14,14047.873047,8.703002e+00,4,CG,6,2.64e-09,0,0.1757,2.8617
15,14047.845703,8.156083e+00,4,CG,6,2.64e-09,0,0.1731,3.0348
16,14047.817383,7.646942e+00,4,CG,6,2.64e-09,0,0.1729,3.2078
17,14047.795898,7.172576e+00,6,CG,6,2.63e-09,0,0.1734,3.3811
18,14047.775391,6.741544e+00,5,CG,6,2.63e-09,0,0.1732,3.5544
19,14047.758789,6.319431e+00,4,CG,6,2.63e-09,0,0.1730,3.7274
20,14047.739258,5.924815e+00,4,CG,6,2.63e-09,0,0.1721,3.8995
21,14047.728516,5.555862e+00,4,CG,6,2.63e-09,0,0.1736,4.0730
22,14047.717773,5.207308e+00,4,CG,6,2.63e-09,0,0.1753,4.2483
23,14047.707031,4.880422e+00,4,CG,6,2.63e-09,0,0.1719,4.4202
24,14047.700195,4.574604e+00,4,CG,6,2.63e-09,0,0.1734,4.5936
25,14047.687500,4.288918e+00,4,CG,6,2.62e-09,0,0.1759,4.7694
26,14047.681641,4.024859e+00,4,CG,6,2.62e-09,0,0.1725,4.9419
27,14047.677734,3.774735e+00,5,CG,6,2.62e-09,0,0.1709,5.1128
28,14047.671875,3.541483e+00,4,CG,6,2.62e-09,0,0.1736,5.2864
29,14047.666992,3.652684e+00,5,CG,6,2.62e-09,0,0.1730,5.4594
30,14047.660156,3.439445e+00,4,CG,6,2.62e-09,0,0.1731,5.6325
31,14047.656250,3.232779e+00,4,CG,6,2.62e-09,0,0.1747,5.8072
32,14047.654297,3.042812e+00,4,CG,6,2.62e-09,0,0.1735,5.9807
33,14047.652344,2.866906e+00,4,CG,6,2.62e-09,0,0.1735,6.1542
34,14047.649414,2.690349e+00,4,CG,6,2.62e-09,0,0.1740,6.3282
35,14047.644531,2.524518e+00,5,CG,6,2.61e-09,0,0.1713,6.4995
36,14047.642578,2.369165e+00,4,CG,6,2.61e-09,0,0.1748,6.6743
37,14047.641602,2.223962e+00,4,CG,6,2.61e-09,0,0.1739,6.8482
38,14047.644531,2.086874e+00,4,CG,6,2.61e-09,0,0.1735,7.0217
39,14047.642578,1.960200e+00,4,CG,6,2.61e-09,0,0.1723,7.1941
40,14047.638672,1.838756e+00,4,CG,6,2.61e-09,0,0.1748,7.3689
41,14047.636719,1.724969e+00,4,CG,6,2.61e-09,0,0.1747,7.5436
42,14047.640625,1.619142e+00,4,CG,6,2.61e-09,0,0.1745,7.7182
43,14047.634766,1.519726e+00,4,CG,6,2.61e-09,0,0.1743,7.8925
44,14047.634766,1.427420e+00,4,CG,6,2.61e-09,0,0.1746,8.0670
45,14047.636719,1.338778e+00,4,CG,6,2.61e-09,0,0.1725,8.2395
46,14047.636719,1.265329e+00,4,CG,6,2.61e-09,0,0.1740,8.4135
47,14047.630859,1.237377e+00,4,CG,6,2.61e-09,0,0.1764,8.5899
48,14047.633789,1.183578e+00,5,CG,6,2.61e-09,0,0.1768,8.7667
49,14047.632812,1.112973e+00,4,CG,6,2.61e-09,0,0.1742,8.9409
50,14047.634766,1.051810e+00,4,CG,6,2.61e-09,0,0.1736,9.1144
51,14047.632812,9.873419e-01,4,CG,6,2.61e-09,0,0.1720,9.2864
52,14047.634766,9.276314e-01,4,CG,6,2.61e-09,0,0.1724,9.4589
53,14047.629883,8.705950e-01,4,CG,6,2.61e-09,0,0.1748,9.6337
54,14047.630859,8.167439e-01,4,CG,6,2.60e-09,0,0.1734,9.8071
55,14047.635742,7.662597e-01,4,CG,6,2.60e-09,0,0.1720,9.9792
56,14047.630859,7.202544e-01,4,CG,6,2.60e-09,0,0.1733,10.1525
57,14047.630859,6.756535e-01,4,CG,6,2.60e-09,0,0.1728,10.3252
58,14047.632812,6.343956e-01,4,CG,6,2.60e-09,0,0.1742,10.4995
59,14047.629883,5.961223e-01,4,CG,6,2.60e-09,0,0.1718,10.6712
60,14047.630859,5.599813e-01,4,CG,6,2.60e-09,0,0.1729,10.8441
61,14047.632812,5.252175e-01,3,CG,6,2.60e-09,0,0.1734,11.0175
62,14047.628906,4.938288e-01,4,CG,6,2.60e-09,0,0.1721,11.1896
63,14047.630859,4.633942e-01,5,CG,6,2.60e-09,0,0.1748,11.3644
64,14047.632812,4.342513e-01,3,CG,6,2.60e-09,0,0.1738,11.5383
65,14047.628906,4.083672e-01,4,CG,6,2.60e-09,0,0.1743,11.7126
66,14047.632812,3.829017e-01,4,CG,6,2.60e-09,0,0.1745,11.8871
67,14047.632812,3.588042e-01,3,CG,6,2.60e-09,0,0.1738,12.0610
68,14047.630859,3.368111e-01,4,CG,6,2.60e-09,0,0.1724,12.2334
69,14047.630859,3.165793e-01,3,CG,6,2.60e-09,0,0.1751,12.4085
70,14047.632812,2.972636e-01,3,CG,6,2.60e-09,0,0.1760,12.5844
71,14047.629883,2.796192e-01,4,CG,6,2.60e-09,0,0.1733,12.7577
72,14047.632812,2.630930e-01,4,CG,6,2.60e-09,0,0.1756,12.9334
73,14047.627930,2.471981e-01,3,CG,6,2.60e-09,0,0.1736,13.1070
74,14047.630859,2.316275e-01,4,CG,6,2.60e-09,0,0.1723,13.2793
75,14047.629883,2.185755e-01,4,CG,6,2.60e-09,0,0.1759,13.4552
76,14047.632812,2.051783e-01,4,CG,6,2.60e-09,0,0.1724,13.6276
77,14047.630859,1.924071e-01,4,CG,6,2.60e-09,0,0.1732,13.8008
78,14047.634766,1.806278e-01,4,CG,6,2.60e-09,0,0.1753,13.9760
79,14047.630859,1.695976e-01,4,CG,6,2.60e-09,0,0.1714,14.1474
80,14047.630859,1.605010e-01,3,CG,6,2.60e-09,0,0.1738,14.3212
81,14047.632812,1.507201e-01,3,CG,6,2.60e-09,0,0.1725,14.4938
82,14047.631836,1.422868e-01,3,CG,6,2.60e-09,0,0.1700,14.6637
83,14047.630859,1.333842e-01,4,CG,6,2.60e-09,0,0.1721,14.8359
84,14047.628906,1.250687e-01,4,CG,6,2.60e-09,0,0.1717,15.0076
85,14047.629883,1.173410e-01,4,CG,6,2.60e-09,0,0.1730,15.1806
86,14047.628906,1.102715e-01,3,CG,6,2.60e-09,0,0.1743,15.3549
87,14047.629883,1.035361e-01,4,CG,6,2.60e-09,0,0.1722,15.5271
88,14047.632812,9.745598e-02,3,CG,6,2.60e-09,0,0.1740,15.7011
89,14047.632812,9.156179e-02,3,CG,6,2.60e-09,0,0.1712,15.8723
90,14047.632812,8.531523e-02,4,CG,6,2.60e-09,0,0.1717,16.0440
91,14047.630859,8.038664e-02,3,CG,6,2.60e-09,0,0.1723,16.2163
92,14047.629883,7.585526e-02,3,CG,6,2.60e-09,0,0.1736,16.3899
93,14047.631836,7.078934e-02,4,CG,6,2.60e-09,0,0.1736,16.5635
94,14047.630859,6.639242e-02,4,CG,6,2.60e-09,0,0.1752,16.7387
95,14047.630859,6.289530e-02,3,CG,6,2.60e-09,0,0.1772,16.9159
96,14047.632812,5.890751e-02,3,CG,6,2.60e-09,0,0.1756,17.0915
97,14047.628906,5.536175e-02,4,CG,6,2.60e-09,0,0.1752,17.2667
98,14047.632812,5.208158e-02,3,CG,6,2.60e-09,0,0.1739,17.4405
99,14047.630859,4.905462e-02,3,CG,6,2.60e-09,0,0.1748,17.6154
100,14047.633789,4.572248e-02,4,CG,6,2.60e-09,0,0.1746,17.7899
